Name	Formula	Distribution	Masses	Adducts	Isotopes
ADP	[M1];[C10H15N5O10P2]n	0.858833518701579 0.017648974140543915 0.0032715171577593584 0.0017154723759454922 0.0019088650894958064 0.015860904874045543 0.004520984694960909 0.09288909986967459 3.5383840683336884E-4 0.0015804354244847222 0.8590310844903256 0.01765303410492667 0.003272269736522991 0.0017158670026637636 0.0019093042042122273 0.015864553511544477 0.004522024700838325 0.09291046804858484 3.5391980370763225E-4 0.001383199113927521	428.03669120553076 430.04093698343075 429.04090808343074 430.0370809364907 431.0442918212308 429.03372609869075 430.04340088113076 429.0400460433308 430.04426292123077 429.0429679513908 426.0221383010693 428.0263840789693 427.0263551789693 428.0225280320293 429.0297389167693 427.0191731942293 428.02884797666934 427.0254931388693 428.0297100167693 427.0284150469293	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]10[1H]16[14N]5[16O]10[31P]2 [12C]10[1H]16[14N]5[16O]9[18O]1[31P]2 [12C]10[1H]16[14N]5[16O]9[17O]1[31P]2 [12C]9[13C]1[1H]16[14N]4[15N]1[16O]10[31P]2 [12C]9[13C]1[1H]16[14N]5[16O]9[18O]1[31P]2 [12C]10[1H]16[14N]4[15N]1[16O]10[31P]2 [12C]8[13C]2[1H]16[14N]5[16O]10[31P]2 [12C]9[13C]1[1H]16[14N]5[16O]10[31P]2 [12C]9[13C]1[1H]16[14N]5[16O]9[17O]1[31P]2 [12C]10[1H]15[2H]1[14N]5[16O]10[31P]2 [12C]10[1H]14[14N]5[16O]10[31P]2 [12C]10[1H]14[14N]5[16O]9[18O]1[31P]2 [12C]10[1H]14[14N]5[16O]9[17O]1[31P]2 [12C]9[13C]1[1H]14[14N]4[15N]1[16O]10[31P]2 [12C]9[13C]1[1H]14[14N]5[16O]9[18O]1[31P]2 [12C]10[1H]14[14N]4[15N]1[16O]10[31P]2 [12C]8[13C]2[1H]14[14N]5[16O]10[31P]2 [12C]9[13C]1[1H]14[14N]5[16O]10[31P]2 [12C]9[13C]1[1H]14[14N]5[16O]9[17O]1[31P]2 [12C]10[1H]13[2H]1[14N]5[16O]10[31P]2
2_3-Bisphospho-D-glycerate	[M1];[C3H8O10P2]n	0.9439919863648334 0.01939897523028871 0.003595907603663272 1.7939146776608484E-4 6.650610512303619E-5 9.771440774565094E-4 3.312844868136464E-4 0.030629882505115905 6.294421357447365E-4 1.1667707882097551E-4 0.9442091419803229 0.01940343776436405 0.003596734805101627 1.79432734922119E-4 6.652140416624886E-5 7.601757795088034E-4 3.313606953913412E-4 0.03063692859351903 6.295869324129043E-4 1.1670391917897733E-4	266.96654595435075 268.97079173225075 267.9707628322508 270.97503751015074 269.9750086101508 267.97282270021077 268.97325562995076 267.9699007921508 269.9741465700508 268.97411767005076 264.95199304988927 266.95623882778926 265.9562099277893 268.96048460568926 267.9604557056893 265.9582697957493 266.9587027254893 265.9553478876893 267.9595936655893 266.9595647655893	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]3[1H]9[16O]10[31P]2 [12C]3[1H]9[16O]9[18O]1[31P]2 [12C]3[1H]9[16O]9[17O]1[31P]2 [12C]3[1H]9[16O]8[18O]2[31P]2 [12C]3[1H]9[16O]8[18O]1[17O]1[31P]2 [12C]3[1H]8[2H]1[16O]10[31P]2 [12C]1[13C]2[1H]9[16O]10[31P]2 [12C]2[13C]1[1H]9[16O]10[31P]2 [12C]2[13C]1[1H]9[16O]9[18O]1[31P]2 [12C]2[13C]1[1H]9[16O]9[17O]1[31P]2 [12C]3[1H]7[16O]10[31P]2 [12C]3[1H]7[16O]9[18O]1[31P]2 [12C]3[1H]7[16O]9[17O]1[31P]2 [12C]3[1H]7[16O]8[18O]2[31P]2 [12C]3[1H]7[16O]8[18O]1[17O]1[31P]2 [12C]3[1H]6[2H]1[16O]10[31P]2 [12C]1[13C]2[1H]7[16O]10[31P]2 [12C]2[13C]1[1H]7[16O]10[31P]2 [12C]2[13C]1[1H]7[16O]9[18O]1[31P]2 [12C]2[13C]1[1H]7[16O]9[17O]1[31P]2
CoA	[M1];[C21H36N7O16P3S]n	0.7068539062816593 0.03194357166278646 0.005659001040493638 0.01827581161254974 0.023241284447245242 0.005278799772865669 0.0072553528278865055 0.004308140531684483 0.16054793565297573 0.01736442849981644 0.7070165107288338 0.031950919951824475 0.005660302835288252 0.018280015774424646 0.023246630864907476 0.005280014106281927 0.007257021846937187 0.004309131574958459 0.16058486804889208 0.01736842300741075	768.1224848255507 770.1182809655508 769.1218726355507 769.1195197187108 770.1267306034508 771.1300854412508 771.1216358033508 769.1267017034507 769.1258396633508 770.1291945011508 766.1079319210893 768.1037280610893 767.1073197310893 767.1049668142492 768.1121776989893 769.1155325367893 769.1070828988893 767.1121487989892 767.1112867588893 768.1146415966894	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]21[1H]37[14N]7[16O]16[31P]3[32S]1 [12C]21[1H]37[14N]7[16O]16[31P]3[34S]1 [12C]21[1H]37[14N]7[16O]16[31P]3[33S]1 [12C]21[1H]37[14N]6[15N]1[16O]16[31P]3[32S]1 [12C]21[1H]37[14N]7[16O]15[18O]1[31P]3[32S]1 [12C]20[13C]1[1H]37[14N]7[16O]15[18O]1[31P]3[32S]1 [12C]20[13C]1[1H]37[14N]7[16O]16[31P]3[34S]1 [12C]21[1H]37[14N]7[16O]15[17O]1[31P]3[32S]1 [12C]20[13C]1[1H]37[14N]7[16O]16[31P]3[32S]1 [12C]19[13C]2[1H]37[14N]7[16O]16[31P]3[32S]1 [12C]21[1H]35[14N]7[16O]16[31P]3[32S]1 [12C]21[1H]35[14N]7[16O]16[31P]3[34S]1 [12C]21[1H]35[14N]7[16O]16[31P]3[33S]1 [12C]21[1H]35[14N]6[15N]1[16O]16[31P]3[32S]1 [12C]21[1H]35[14N]7[16O]15[18O]1[31P]3[32S]1 [12C]20[13C]1[1H]35[14N]7[16O]15[18O]1[31P]3[32S]1 [12C]20[13C]1[1H]35[14N]7[16O]16[31P]3[34S]1 [12C]21[1H]35[14N]7[16O]15[17O]1[31P]3[32S]1 [12C]20[13C]1[1H]35[14N]7[16O]16[31P]3[32S]1 [12C]19[13C]2[1H]35[14N]7[16O]16[31P]3[32S]1
Deoxyribose	[M1];[C5H10O4]n	0.9372687811705366 0.007704325516603748 0.0014281188762484992 2.3748509842473738E-5 0.0011857813730386283 0.05068622237200417 4.1663945733175044E-4 7.723072867612933E-5 6.412544572684386E-5 0.001096416818721206 0.9374843901820472 0.007706097817188557 0.0014284474002593417 2.3753972942104125E-5 9.704079407516047E-4 0.050697882214433984 4.167353009396421E-4 7.724849480832387E-5 5.247834310139579E-5 0.00109666903809652	135.06518526203075 137.06943103993078 136.06940213993076 139.07367681783077 136.07146200789077 136.06854009983076 138.07278587773075 137.07275697773076 137.07481684569078 137.07189493763076 133.05063235756924 135.05487813546924 134.05484923546922 137.05912391336923 134.05690910342923 134.05398719536925 136.05823297326924 135.05820407326925 135.06026394122924 135.05734203316922	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]5[1H]11[16O]4 [12C]5[1H]11[16O]3[18O]1 [12C]5[1H]11[16O]3[17O]1 [12C]5[1H]11[16O]2[18O]2 [12C]5[1H]10[2H]1[16O]4 [12C]4[13C]1[1H]11[16O]4 [12C]4[13C]1[1H]11[16O]3[18O]1 [12C]4[13C]1[1H]11[16O]3[17O]1 [12C]4[13C]1[1H]10[2H]1[16O]4 [12C]3[13C]2[1H]11[16O]4 [12C]5[1H]9[16O]4 [12C]5[1H]9[16O]3[18O]1 [12C]5[1H]9[16O]3[17O]1 [12C]5[1H]9[16O]2[18O]2 [12C]5[1H]8[2H]1[16O]4 [12C]4[13C]1[1H]9[16O]4 [12C]4[13C]1[1H]9[16O]3[18O]1 [12C]4[13C]1[1H]9[16O]3[17O]1 [12C]4[13C]1[1H]8[2H]1[16O]4 [12C]3[13C]2[1H]9[16O]4
3-Hydroxyphenylacetate	[M1];[C8H8O3]n	0.9099231037040105 0.005609658558075789 0.0010398391473506337 6.44703495783756E-5 9.418787283874146E-4 0.0787318484555376 4.8538034223318286E-4 8.997294148712655E-5 8.14968352875394E-5 0.002980397983078829 0.9101324221245978 0.00561094900214148 0.001040078351616469 6.448518031703201E-5 7.327408650097773E-4 0.07874995990484748 4.8549199897231476E-4 8.999363883389247E-5 6.340100883941875E-5 0.0029810835928803605	153.05462057565077 155.05886635355077 154.05883745355075 156.06468508905076 154.06089732151077 154.05797541345078 156.06222119135077 155.06219229135078 155.06425215931077 155.06133025125078 151.04006767118923 153.04431344908923 152.04428454908924 154.05013218458924 152.04634441704923 152.04342250898924 154.04766828688926 153.04763938688924 153.04969925484923 153.04677734678924	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]8[1H]9[16O]3 [12C]8[1H]9[16O]2[18O]1 [12C]8[1H]9[16O]2[17O]1 [12C]5[13C]3[1H]9[16O]3 [12C]8[1H]8[2H]1[16O]3 [12C]7[13C]1[1H]9[16O]3 [12C]7[13C]1[1H]9[16O]2[18O]1 [12C]7[13C]1[1H]9[16O]2[17O]1 [12C]7[13C]1[1H]8[2H]1[16O]3 [12C]6[13C]2[1H]9[16O]3 [12C]8[1H]7[16O]3 [12C]8[1H]7[16O]2[18O]1 [12C]8[1H]7[16O]2[17O]1 [12C]5[13C]3[1H]7[16O]3 [12C]8[1H]6[2H]1[16O]3 [12C]7[13C]1[1H]7[16O]3 [12C]7[13C]1[1H]7[16O]2[18O]1 [12C]7[13C]1[1H]7[16O]2[17O]1 [12C]7[13C]1[1H]6[2H]1[16O]3 [12C]6[13C]2[1H]7[16O]3
L-Threonine	[M1];[C4H9NO3]n	0.9463277110438918 0.005834092267129058 0.0010814414934190446 1.5121897425166605E-4 0.0034953488604479704 4.70874426891655E-5 0.0010884020339343786 0.04094089359413585 2.523998271839926E-4 6.642083717637526E-4 0.9465454039687416 0.005835434339853606 0.0010816902678753022 1.5125376061627681E-4 0.003496152929385107 6.643611660457666E-4 8.709219276729246E-4 0.04095031162424155 2.524578891597437E-4 4.679707213692809E-5	120.06551961303077 122.06976539093077 121.06973649093077 122.06590934399077 121.06255450619076 122.07515119669077 121.07179635889077 121.06887445083078 123.07312022873077 122.07222928863075 118.05096670856923 120.05521248646923 119.05518358646923 120.05135643952923 119.04800160172923 120.05767638416924 119.05724345442923 119.05432154636924 121.05856732426923 120.05853842426923	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]4[1H]10[14N]1[16O]3 [12C]4[1H]10[14N]1[16O]2[18O]1 [12C]4[1H]10[14N]1[16O]2[17O]1 [12C]3[13C]1[1H]10[15N]1[16O]3 [12C]4[1H]10[15N]1[16O]3 [12C]3[13C]1[1H]9[2H]1[14N]1[16O]3 [12C]4[1H]9[2H]1[14N]1[16O]3 [12C]3[13C]1[1H]10[14N]1[16O]3 [12C]3[13C]1[1H]10[14N]1[16O]2[18O]1 [12C]2[13C]2[1H]10[14N]1[16O]3 [12C]4[1H]8[14N]1[16O]3 [12C]4[1H]8[14N]1[16O]2[18O]1 [12C]4[1H]8[14N]1[16O]2[17O]1 [12C]3[13C]1[1H]8[15N]1[16O]3 [12C]4[1H]8[15N]1[16O]3 [12C]2[13C]2[1H]8[14N]1[16O]3 [12C]4[1H]7[2H]1[14N]1[16O]3 [12C]3[13C]1[1H]8[14N]1[16O]3 [12C]3[13C]1[1H]8[14N]1[16O]2[18O]1 [12C]3[13C]1[1H]8[14N]1[16O]2[17O]1
1-Butanol	[M1];[C4H10O]n	0.9543463180385445 0.001961175608708177 3.6353499088249123E-4 0.0012073869418170679 0.04128780189229731 8.484617007248563E-5 1.572758274514367E-5 5.2235076427545266E-5 6.698364706068654E-4 0.95456585556119 0.0019616267569197545 3.6361861835585677E-4 9.880892907742698E-4 0.041297299725077286 8.486568805839031E-5 1.573120071326259E-5 4.274762119189202E-5 6.699905595749423E-4	75.08044139573076 77.08468717363075 76.08465827363077 76.08671814159077 76.08379623353076 78.08804201143076 77.08801311143077 77.09007297939077 77.08715107133077 73.06588849126923 75.07013426916924 74.07010536916924 74.07216523712924 74.06924332906924 76.07348910696925 75.07346020696924 75.07552007492924 75.07259816686924	M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]4[1H]11[16O]1 [12C]4[1H]11[18O]1 [12C]4[1H]11[17O]1 [12C]4[1H]10[2H]1[16O]1 [12C]3[13C]1[1H]11[16O]1 [12C]3[13C]1[1H]11[18O]1 [12C]3[13C]1[1H]11[17O]1 [12C]3[13C]1[1H]10[2H]1[16O]1 [12C]2[13C]2[1H]11[16O]1 [12C]4[1H]9[16O]1 [12C]4[1H]9[18O]1 [12C]4[1H]9[17O]1 [12C]4[1H]8[2H]1[16O]1 [12C]3[13C]1[1H]9[16O]1 [12C]3[13C]1[1H]9[18O]1 [12C]3[13C]1[1H]9[17O]1 [12C]3[13C]1[1H]8[2H]1[16O]1 [12C]2[13C]2[1H]9[16O]1
N2-Acetyl-L-lysine	[M1];[C8H16N2O3]n	0.9024077472748215 0.005563326529206124 0.0010312507712674761 4.813714251491402E-4 0.006666252830358408 1.5266703784848852E-4 0.002955781888540186 0.0017644100530783836 0.07808157603024841 5.768030347505105E-4 0.9026153368652127 0.0055646063150666695 0.0010314879998660166 4.814821596782647E-4 0.0066677863330335315 1.3473719763987087E-4 5.769357223366731E-4 0.0015571905330037871 0.0029564618356631807 0.078099537891097	189.12336884325074 191.12761462115074 190.12758572115075 192.13096945895077 190.12040373641076 191.13300042691077 191.13007851885075 190.12964558911077 190.12672368105075 191.12375857421077 187.10881593878923 189.11306171668926 188.11303281668924 190.11641655448923 188.10585083194923 189.11844752244923 189.10920566974923 188.11509268464923 189.11552561438924 188.11217077658924	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]8[1H]17[14N]2[16O]3 [12C]8[1H]17[14N]2[16O]2[18O]1 [12C]8[1H]17[14N]2[16O]2[17O]1 [12C]7[13C]1[1H]17[14N]2[16O]2[18O]1 [12C]8[1H]17[14N]1[15N]1[16O]3 [12C]7[13C]1[1H]16[2H]1[14N]2[16O]3 [12C]6[13C]2[1H]17[14N]2[16O]3 [12C]8[1H]16[2H]1[14N]2[16O]3 [12C]7[13C]1[1H]17[14N]2[16O]3 [12C]7[13C]1[1H]17[14N]1[15N]1[16O]3 [12C]8[1H]15[14N]2[16O]3 [12C]8[1H]15[14N]2[16O]2[18O]1 [12C]8[1H]15[14N]2[16O]2[17O]1 [12C]7[13C]1[1H]15[14N]2[16O]2[18O]1 [12C]8[1H]15[14N]1[15N]1[16O]3 [12C]7[13C]1[1H]14[2H]1[14N]2[16O]3 [12C]7[13C]1[1H]15[14N]1[15N]1[16O]3 [12C]8[1H]14[2H]1[14N]2[16O]3 [12C]6[13C]2[1H]15[14N]2[16O]3 [12C]7[13C]1[1H]15[14N]2[16O]3
Cholesterol	[M1];[C27H46O]n	0.7420823948681994 0.0015249745977523469 2.826782181199471E-4 0.004011416657178208 1.7821831111428113E-4 0.216706361950291 4.453301943704167E-4 0.0027462831025756693 0.0011714326010904526 0.030469882692090902 0.7422531032656532 0.0015253254024224757 2.827432453270929E-4 0.0038416015935830087 0.216756213012683 4.4543263798630685E-4 0.002746914856664753 0.0011218424142182672 0.030476891974188066 1.7825930839773322E-4	387.36214255277076 389.36638833067076 388.36635943067074 388.3684192986307 391.3755619039708 388.36549739057074 390.36974316847073 390.3722070661707 389.3717741364307 389.3688522283707 385.3475896483093 387.3518354262093 386.35180652620926 386.35386639416924 386.35094448610926 388.35519026400925 388.35765416170926 387.3572212319692 387.3542993239093 389.3610089995093	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]27[1H]47[16O]1 [12C]27[1H]47[18O]1 [12C]27[1H]47[17O]1 [12C]27[1H]46[2H]1[16O]1 [12C]23[13C]4[1H]47[16O]1 [12C]26[13C]1[1H]47[16O]1 [12C]26[13C]1[1H]47[18O]1 [12C]24[13C]3[1H]47[16O]1 [12C]26[13C]1[1H]46[2H]1[16O]1 [12C]25[13C]2[1H]47[16O]1 [12C]27[1H]45[16O]1 [12C]27[1H]45[18O]1 [12C]27[1H]45[17O]1 [12C]27[1H]44[2H]1[16O]1 [12C]26[13C]1[1H]45[16O]1 [12C]26[13C]1[1H]45[18O]1 [12C]24[13C]3[1H]45[16O]1 [12C]26[13C]1[1H]44[2H]1[16O]1 [12C]25[13C]2[1H]45[16O]1 [12C]23[13C]4[1H]45[16O]1
L-Aspartate	[M1];[C4H7NO4]n	0.9442452986370976 0.007761672312543683 0.0014387490140324872 1.5088621397797927E-4 0.003487657277766701 6.627467684122754E-4 8.688055873886794E-4 0.04085080236699464 3.357925553187808E-4 6.224447366884716E-5 0.9444625125244615 0.007763457805167141 0.0014390799833968355 1.5092092379452276E-4 0.0034884595773346096 6.628992264675206E-4 6.517540853616952E-4 0.04086019967254318 3.3586980093111676E-4 6.22587923677192E-5	134.04478417085076 136.04902994875076 135.04900104875074 136.04517390181076 135.04181906401075 136.05149384645077 135.05106091671075 135.04813900865076 137.05238478655076 136.05235588655077 132.03023126638922 134.03447704428922 133.03444814428923 134.03062099734925 133.02726615954924 134.03694094198923 133.03650801224924 133.03358610418923 135.03783188208925 134.03780298208923	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]4[1H]8[14N]1[16O]4 [12C]4[1H]8[14N]1[16O]3[18O]1 [12C]4[1H]8[14N]1[16O]3[17O]1 [12C]3[13C]1[1H]8[15N]1[16O]4 [12C]4[1H]8[15N]1[16O]4 [12C]2[13C]2[1H]8[14N]1[16O]4 [12C]4[1H]7[2H]1[14N]1[16O]4 [12C]3[13C]1[1H]8[14N]1[16O]4 [12C]3[13C]1[1H]8[14N]1[16O]3[18O]1 [12C]3[13C]1[1H]8[14N]1[16O]3[17O]1 [12C]4[1H]6[14N]1[16O]4 [12C]4[1H]6[14N]1[16O]3[18O]1 [12C]4[1H]6[14N]1[16O]3[17O]1 [12C]3[13C]1[1H]6[15N]1[16O]4 [12C]4[1H]6[15N]1[16O]4 [12C]2[13C]2[1H]6[14N]1[16O]4 [12C]4[1H]5[2H]1[14N]1[16O]4 [12C]3[13C]1[1H]6[14N]1[16O]4 [12C]3[13C]1[1H]6[14N]1[16O]3[18O]1 [12C]3[13C]1[1H]6[14N]1[16O]3[17O]1
Taurine	[M1];[C2H7NO3S]n	0.9180977304091269 0.04148993219693621 0.00735019777847821 8.974876670518905E-4 0.005660054975606856 2.557846396855937E-4 0.019859791196558497 0.0010491809223076118 8.447470578880538E-4 0.003391078817955664 0.9183089293182345 0.04149947652770701 0.007351888615631078 8.976941248285962E-4 0.0056613570128483635 2.5584348030253327E-4 0.019864359736591754 0.0010494222755523792 6.337060374238858E-4 0.003391858900645478	126.02194023875076 128.01773637875075 127.02132804875076 129.02109121655076 128.02618601665077 130.02198215665075 127.02529507655076 127.02615711665077 127.02821698461076 127.01897513191075 124.00738733428923 126.00318347428924 125.00677514428924 127.00653831208922 126.01163311218924 128.00742925218924 125.01074217208922 125.01160421218923 125.01366408014924 125.00442222744924	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]2[1H]8[14N]1[16O]3[32S]1 [12C]2[1H]8[14N]1[16O]3[34S]1 [12C]2[1H]8[14N]1[16O]3[33S]1 [12C]1[13C]1[1H]8[14N]1[16O]3[34S]1 [12C]2[1H]8[14N]1[16O]2[18O]1[32S]1 [12C]2[1H]8[14N]1[16O]2[18O]1[34S]1 [12C]1[13C]1[1H]8[14N]1[16O]3[32S]1 [12C]2[1H]8[14N]1[16O]2[17O]1[32S]1 [12C]2[1H]7[2H]1[14N]1[16O]3[32S]1 [12C]2[1H]8[15N]1[16O]3[32S]1 [12C]2[1H]6[14N]1[16O]3[32S]1 [12C]2[1H]6[14N]1[16O]3[34S]1 [12C]2[1H]6[14N]1[16O]3[33S]1 [12C]1[13C]1[1H]6[14N]1[16O]3[34S]1 [12C]2[1H]6[14N]1[16O]2[18O]1[32S]1 [12C]2[1H]6[14N]1[16O]2[18O]1[34S]1 [12C]1[13C]1[1H]6[14N]1[16O]3[32S]1 [12C]2[1H]6[14N]1[16O]2[17O]1[32S]1 [12C]2[1H]5[2H]1[14N]1[16O]3[32S]1 [12C]2[1H]6[15N]1[16O]3[32S]1
Serotonin	[M1];[C10H12N2O]n	0.8879159552512791 0.0018246616360407012 3.382299618026664E-4 0.00655919928401459 1.435882055393931E-4 7.094251727378572E-4 0.0013275870256086108 0.0960345771877964 1.9735044481588524E-4 0.004674077521067819 0.8881202111544547 0.0018250813806215426 3.3830776811521264E-4 0.006560708160126053 1.3484048482701022E-4 7.09588368678347E-4 0.0011236012812577301 0.09605666895130575 1.9739584324927255E-4 0.004675152744370128	177.10223947049076 179.10648524839075 178.10645634839076 178.09927436365078 179.11187105415075 179.10262920145078 178.10851621635075 178.10559430829076 180.10984008619076 179.10894914609077 175.08768656602922 177.09193234392922 176.09190344392923 176.08472145918924 178.09775107942923 177.08807629698924 176.0939633118892 176.09104140382922 178.09528718172922 177.09439624162923	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]10[1H]13[14N]2[16O]1 [12C]10[1H]13[14N]2[18O]1 [12C]10[1H]13[14N]2[17O]1 [12C]10[1H]13[14N]1[15N]1[16O]1 [12C]9[13C]1[1H]12[2H]1[14N]2[16O]1 [12C]9[13C]1[1H]13[14N]1[15N]1[16O]1 [12C]10[1H]12[2H]1[14N]2[16O]1 [12C]9[13C]1[1H]13[14N]2[16O]1 [12C]9[13C]1[1H]13[14N]2[18O]1 [12C]8[13C]2[1H]13[14N]2[16O]1 [12C]10[1H]11[14N]2[16O]1 [12C]10[1H]11[14N]2[18O]1 [12C]10[1H]11[14N]2[17O]1 [12C]10[1H]11[14N]1[15N]1[16O]1 [12C]7[13C]3[1H]11[14N]2[16O]1 [12C]9[13C]1[1H]11[14N]1[15N]1[16O]1 [12C]10[1H]10[2H]1[14N]2[16O]1 [12C]9[13C]1[1H]11[14N]2[16O]1 [12C]9[13C]1[1H]11[14N]2[18O]1 [12C]8[13C]2[1H]11[14N]2[16O]1
glyceraldehyde	[M1];[C3H6O3]n	0.9604273973950412 0.005921016564230584 0.0010975542899549372 1.2167651349451872E-5 7.732329766953281E-4 0.03116316532536221 1.921203191264549E-4 3.561254696002577E-5 2.508923334875168E-5 3.370523289006125E-4 0.9606483338072428 0.005922378632992715 0.0010978067709937712 1.2170450392087846E-5 5.524363221162075E-4 0.031170334089975233 1.9216451442339652E-4 3.5620739258971056E-5 1.7925003477135614E-5 3.3712986431086147E-4	91.03897051137076 93.04321628927076 92.04318738927077 95.04746206717076 92.04524725723076 92.04232534917077 94.04657112707076 93.04654222707077 93.04860209503076 93.04568018697077 89.02441760690922 91.02866338480924 90.02863448480923 93.03290916270923 90.03069435276925 90.02777244470923 92.03201822260924 91.03198932260923 91.03404919056925 91.03112728250923	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]3[1H]7[16O]3 [12C]3[1H]7[16O]2[18O]1 [12C]3[1H]7[16O]2[17O]1 [12C]3[1H]7[16O]1[18O]2 [12C]3[1H]6[2H]1[16O]3 [12C]2[13C]1[1H]7[16O]3 [12C]2[13C]1[1H]7[16O]2[18O]1 [12C]2[13C]1[1H]7[16O]2[17O]1 [12C]2[13C]1[1H]6[2H]1[16O]3 [12C]1[13C]2[1H]7[16O]3 [12C]3[1H]5[16O]3 [12C]3[1H]5[16O]2[18O]1 [12C]3[1H]5[16O]2[17O]1 [12C]3[1H]5[16O]1[18O]2 [12C]3[1H]4[2H]1[16O]3 [12C]2[13C]1[1H]5[16O]3 [12C]2[13C]1[1H]5[16O]2[18O]1 [12C]2[13C]1[1H]5[16O]2[17O]1 [12C]2[13C]1[1H]4[2H]1[16O]3 [12C]1[13C]2[1H]5[16O]3
Creatinine	[M1];[C4H7N3O]n	0.944174762379621 0.0019402731265758023 3.5966038443844124E-4 0.010462190236742226 6.62697260432976E-4 3.8643066556138004E-5 8.687406865682065E-4 0.04084775076301203 8.39418678029358E-5 4.5262482778991967E-4 0.9443919600408466 0.0019407194663870562 3.597431205985761E-4 0.010464596955647729 6.628497070994214E-4 3.86519559948447E-5 6.517053985490175E-4 0.04085714736657057 8.396117776343481E-5 4.5272894946095534E-4	114.06618831503076 116.07043409293075 115.07040519293076 115.06322320819076 116.07289799063076 116.06025810135077 115.07246506089076 115.06954315283076 117.07378893073076 116.06657804599077 112.05163541056923 114.05588118846924 113.05585228846924 113.04867030372924 114.05834508616923 114.04570519688923 113.05791215642924 113.05499024836924 115.05923602626925 114.05202514152924	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]4[1H]8[14N]3[16O]1 [12C]4[1H]8[14N]3[18O]1 [12C]4[1H]8[14N]3[17O]1 [12C]4[1H]8[14N]2[15N]1[16O]1 [12C]2[13C]2[1H]8[14N]3[16O]1 [12C]4[1H]8[14N]1[15N]2[16O]1 [12C]4[1H]7[2H]1[14N]3[16O]1 [12C]3[13C]1[1H]8[14N]3[16O]1 [12C]3[13C]1[1H]8[14N]3[18O]1 [12C]3[13C]1[1H]8[14N]2[15N]1[16O]1 [12C]4[1H]6[14N]3[16O]1 [12C]4[1H]6[14N]3[18O]1 [12C]4[1H]6[14N]3[17O]1 [12C]4[1H]6[14N]2[15N]1[16O]1 [12C]2[13C]2[1H]6[14N]3[16O]1 [12C]4[1H]6[14N]1[15N]2[16O]1 [12C]4[1H]5[2H]1[14N]3[16O]1 [12C]3[13C]1[1H]6[14N]3[16O]1 [12C]3[13C]1[1H]6[14N]3[18O]1 [12C]3[13C]1[1H]6[14N]2[15N]1[16O]1
